<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:58a35afac57f4de44c11d2464a5b564a04468e0f99387c7fd3b2d41f8aad4746
size 34416
=======
STARTDATE,ENDDATE,TYPE,MANDI
2016-01-01,2016-02-13,,PUNJAB_PANCHKULA
2016-01-01,2016-02-13,,UTTAR PRADESH_AGRA
2016-01-01,2016-02-13,,WEST BENGAL_KOLKATA
2016-01-08,2016-02-20,,PUNJAB_PANCHKULA
2016-01-08,2016-02-20,,UTTAR PRADESH_AGRA
2016-01-08,2016-02-20,,WEST BENGAL_KOLKATA
2016-01-15,2016-02-27,,PUNJAB_PANCHKULA
2016-01-15,2016-02-27,,UTTAR PRADESH_AGRA
2016-01-15,2016-02-27,,WEST BENGAL_KOLKATA
2016-01-22,2016-03-05,,PUNJAB_PANCHKULA
2016-01-22,2016-03-05,,UTTAR PRADESH_AGRA
2016-01-22,2016-03-05,,WEST BENGAL_KOLKATA
2016-01-29,2016-03-12,,UTTAR PRADESH_AGRA
2016-01-29,2016-03-12,,WEST BENGAL_KOLKATA
2016-01-29,2016-03-12,,PUNJAB_PANCHKULA
2016-02-05,2016-03-19,,WEST BENGAL_KOLKATA
2016-02-05,2016-03-19,,PUNJAB_PANCHKULA
2016-02-05,2016-03-19,,UTTAR PRADESH_AGRA
2016-02-12,2016-03-26,,WEST BENGAL_KOLKATA
2016-02-12,2016-03-26,,PUNJAB_PANCHKULA
2016-02-12,2016-03-26,,UTTAR PRADESH_AGRA
2016-02-19,2016-04-02,,WEST BENGAL_KOLKATA
2016-02-19,2016-04-02,,PUNJAB_PANCHKULA
2016-02-19,2016-04-02,,UTTAR PRADESH_AGRA
2016-02-26,2016-04-09,,WEST BENGAL_KOLKATA
2016-02-26,2016-04-09,,UTTAR PRADESH_AGRA
2016-02-26,2016-04-09,,PUNJAB_PANCHKULA
2016-03-04,2016-04-16,,UTTAR PRADESH_AGRA
2016-03-04,2016-04-16,,WEST BENGAL_KOLKATA
2016-03-04,2016-04-16,,PUNJAB_PANCHKULA
2016-03-11,2016-04-23,,UTTAR PRADESH_AGRA
2016-03-11,2016-04-23,,WEST BENGAL_KOLKATA
2016-03-11,2016-04-23,,PUNJAB_PANCHKULA
2016-03-18,2016-04-30,,UTTAR PRADESH_AGRA
2016-03-18,2016-04-30,,WEST BENGAL_KOLKATA
2016-03-18,2016-04-30,,PUNJAB_PANCHKULA
2016-03-25,2016-05-07,,WEST BENGAL_KOLKATA
2016-03-25,2016-05-07,,PUNJAB_PANCHKULA
2016-03-25,2016-05-07,,UTTAR PRADESH_AGRA
2016-04-01,2016-05-14,,PUNJAB_PANCHKULA
2016-04-01,2016-05-14,,UTTAR PRADESH_AGRA
2016-04-01,2016-05-14,,WEST BENGAL_KOLKATA
2016-04-08,2016-05-21,,PUNJAB_PANCHKULA
2016-04-08,2016-05-21,,UTTAR PRADESH_AGRA
2016-04-08,2016-05-21,,WEST BENGAL_KOLKATA
2016-04-15,2016-05-28,,PUNJAB_PANCHKULA
2016-04-15,2016-05-28,,UTTAR PRADESH_AGRA
2016-04-15,2016-05-28,,WEST BENGAL_KOLKATA
2016-04-22,2016-06-04,,UTTAR PRADESH_AGRA
2016-04-22,2016-06-04,,WEST BENGAL_KOLKATA
2016-04-22,2016-06-04,,PUNJAB_PANCHKULA
2016-04-29,2016-06-11,,WEST BENGAL_KOLKATA
2016-04-29,2016-06-11,,PUNJAB_PANCHKULA
2016-04-29,2016-06-11,,UTTAR PRADESH_AGRA
2016-05-06,2016-06-18,,WEST BENGAL_KOLKATA
2016-05-06,2016-06-18,,PUNJAB_PANCHKULA
2016-05-06,2016-06-18,,UTTAR PRADESH_AGRA
2016-05-13,2016-06-25,,WEST BENGAL_KOLKATA
2016-05-13,2016-06-25,,PUNJAB_PANCHKULA
2016-05-13,2016-06-25,,UTTAR PRADESH_AGRA
2016-05-20,2016-07-02,,PUNJAB_PANCHKULA
2016-05-20,2016-07-02,,UTTAR PRADESH_AGRA
2016-05-20,2016-07-02,,WEST BENGAL_KOLKATA
2016-05-27,2016-07-09,,UTTAR PRADESH_AGRA
2016-05-27,2016-07-09,,WEST BENGAL_KOLKATA
2016-05-27,2016-07-09,,PUNJAB_PANCHKULA
2016-06-03,2016-07-16,,UTTAR PRADESH_AGRA
2016-06-03,2016-07-16,,WEST BENGAL_KOLKATA
2016-06-03,2016-07-16,,PUNJAB_PANCHKULA
2016-06-10,2016-07-23,,UTTAR PRADESH_AGRA
2016-06-10,2016-07-23,,WEST BENGAL_KOLKATA
2016-06-10,2016-07-23,,PUNJAB_PANCHKULA
2016-06-17,2016-07-30,,UTTAR PRADESH_AGRA
2016-06-17,2016-07-30,,PUNJAB_PANCHKULA
2016-06-17,2016-07-30,,WEST BENGAL_KOLKATA
2016-06-24,2016-08-06,,PUNJAB_PANCHKULA
2016-06-24,2016-08-06,,UTTAR PRADESH_AGRA
2016-06-24,2016-08-06,,WEST BENGAL_KOLKATA
2016-07-01,2016-08-13,,PUNJAB_PANCHKULA
2016-07-01,2016-08-13,,UTTAR PRADESH_AGRA
2016-07-01,2016-08-13,,WEST BENGAL_KOLKATA
2016-07-08,2016-08-20,,PUNJAB_PANCHKULA
2016-07-08,2016-08-20,,UTTAR PRADESH_AGRA
2016-07-08,2016-08-20,,WEST BENGAL_KOLKATA
2016-07-15,2016-08-27,,UTTAR PRADESH_AGRA
2016-07-15,2016-08-27,,WEST BENGAL_KOLKATA
2016-07-15,2016-08-27,,PUNJAB_PANCHKULA
2016-07-22,2016-09-03,,WEST BENGAL_KOLKATA
2016-07-22,2016-09-03,,PUNJAB_PANCHKULA
2016-07-22,2016-09-03,,UTTAR PRADESH_AGRA
2016-07-29,2016-09-10,,WEST BENGAL_KOLKATA
2016-07-29,2016-09-10,,PUNJAB_PANCHKULA
2016-07-29,2016-09-10,,UTTAR PRADESH_AGRA
2016-08-05,2016-09-17,,WEST BENGAL_KOLKATA
2016-08-05,2016-09-17,,UTTAR PRADESH_AGRA
2016-08-05,2016-09-17,,PUNJAB_PANCHKULA
2016-08-12,2016-09-24,,UTTAR PRADESH_AGRA
2016-08-12,2016-09-24,,WEST BENGAL_KOLKATA
2016-08-12,2016-09-24,,PUNJAB_PANCHKULA
2016-08-19,2016-10-01,,UTTAR PRADESH_AGRA
2016-08-19,2016-10-01,,WEST BENGAL_KOLKATA
2016-08-19,2016-10-01,,PUNJAB_PANCHKULA
2016-08-26,2016-10-08,,UTTAR PRADESH_AGRA
2016-08-26,2016-10-08,,WEST BENGAL_KOLKATA
2016-08-26,2016-10-08,,PUNJAB_PANCHKULA
2016-09-02,2016-10-15,,WEST BENGAL_KOLKATA
2016-09-02,2016-10-15,,PUNJAB_PANCHKULA
2016-09-02,2016-10-15,,UTTAR PRADESH_AGRA
2016-09-09,2016-10-22,,PUNJAB_PANCHKULA
2016-09-09,2016-10-22,,UTTAR PRADESH_AGRA
2016-09-09,2016-10-22,,WEST BENGAL_KOLKATA
2016-09-16,2016-10-29,,PUNJAB_PANCHKULA
2016-09-16,2016-10-29,,UTTAR PRADESH_AGRA
2016-09-16,2016-10-29,,WEST BENGAL_KOLKATA
2016-09-23,2016-11-05,,PUNJAB_PANCHKULA
2016-09-23,2016-11-05,,UTTAR PRADESH_AGRA
2016-09-23,2016-11-05,,WEST BENGAL_KOLKATA
2016-09-30,2016-11-12,,PUNJAB_PANCHKULA
2016-09-30,2016-11-12,,WEST BENGAL_KOLKATA
2016-09-30,2016-11-12,,UTTAR PRADESH_AGRA
2016-10-07,2016-11-19,,WEST BENGAL_KOLKATA
2016-10-07,2016-11-19,,PUNJAB_PANCHKULA
2016-10-07,2016-11-19,,UTTAR PRADESH_AGRA
2016-10-14,2016-11-26,,WEST BENGAL_KOLKATA
2016-10-14,2016-11-26,,PUNJAB_PANCHKULA
2016-10-14,2016-11-26,,UTTAR PRADESH_AGRA
2016-10-21,2016-12-03,,WEST BENGAL_KOLKATA
2016-10-21,2016-12-03,,PUNJAB_PANCHKULA
2016-10-21,2016-12-03,,UTTAR PRADESH_AGRA
2016-10-28,2016-12-10,,PUNJAB_PANCHKULA
2016-10-28,2016-12-10,,UTTAR PRADESH_AGRA
2016-10-28,2016-12-10,,WEST BENGAL_KOLKATA
2016-11-04,2016-12-17,,UTTAR PRADESH_AGRA
2016-11-04,2016-12-17,,WEST BENGAL_KOLKATA
2016-11-04,2016-12-17,,PUNJAB_PANCHKULA
2016-11-11,2016-12-24,,UTTAR PRADESH_AGRA
2016-11-11,2016-12-24,,WEST BENGAL_KOLKATA
2016-11-11,2016-12-24,,PUNJAB_PANCHKULA
2016-11-18,2016-12-31,,UTTAR PRADESH_AGRA
2016-11-18,2016-12-31,,WEST BENGAL_KOLKATA
2016-11-18,2016-12-31,,PUNJAB_PANCHKULA
2016-11-25,2017-01-07,,WEST BENGAL_KOLKATA
2016-11-25,2017-01-07,,PUNJAB_PANCHKULA
2016-11-25,2017-01-07,,UTTAR PRADESH_AGRA
2016-12-02,2017-01-14,,PUNJAB_PANCHKULA
2016-12-02,2017-01-14,,UTTAR PRADESH_AGRA
2016-12-02,2017-01-14,,WEST BENGAL_KOLKATA
2016-12-09,2017-01-21,,PUNJAB_PANCHKULA
2016-12-09,2017-01-21,,UTTAR PRADESH_AGRA
2016-12-09,2017-01-21,,WEST BENGAL_KOLKATA
2016-12-16,2017-01-28,,PUNJAB_PANCHKULA
2016-12-16,2017-01-28,,UTTAR PRADESH_AGRA
2016-12-16,2017-01-28,,WEST BENGAL_KOLKATA
2016-12-23,2017-02-04,,UTTAR PRADESH_AGRA
2016-12-23,2017-02-04,,WEST BENGAL_KOLKATA
2016-12-23,2017-02-04,,PUNJAB_PANCHKULA
2016-12-30,2017-02-11,,WEST BENGAL_KOLKATA
2016-12-30,2017-02-11,,PUNJAB_PANCHKULA
2016-12-30,2017-02-11,,UTTAR PRADESH_AGRA
2017-01-01,2017-02-13,Normal,WEST BENGAL_KOLKATA
2017-01-01,2017-02-13,Normal,PUNJAB_PANCHKULA
2017-01-01,2017-02-13,Normal,UTTAR PRADESH_AGRA
2017-01-08,2017-02-20,Normal,WEST BENGAL_KOLKATA
2017-01-08,2017-02-20,Normal,PUNJAB_PANCHKULA
2017-01-08,2017-02-20,Normal,UTTAR PRADESH_AGRA
2017-01-15,2017-02-27,Normal,WEST BENGAL_KOLKATA
2017-01-15,2017-02-27,Normal,UTTAR PRADESH_AGRA
2017-01-15,2017-02-27,Normal,PUNJAB_PANCHKULA
2017-01-22,2017-03-06,Normal,UTTAR PRADESH_AGRA
2017-01-22,2017-03-06,Normal,WEST BENGAL_KOLKATA
2017-01-22,2017-03-06,Normal,PUNJAB_PANCHKULA
2017-01-29,2017-03-13,Normal,UTTAR PRADESH_AGRA
2017-01-29,2017-03-13,Normal,WEST BENGAL_KOLKATA
2017-01-29,2017-03-13,Normal,PUNJAB_PANCHKULA
2017-02-05,2017-03-20,Normal,UTTAR PRADESH_AGRA
2017-02-05,2017-03-20,Normal,WEST BENGAL_KOLKATA
2017-02-05,2017-03-20,Normal,PUNJAB_PANCHKULA
2017-02-12,2017-03-27,Normal,WEST BENGAL_KOLKATA
2017-02-12,2017-03-27,Normal,PUNJAB_PANCHKULA
2017-02-12,2017-03-27,Normal,UTTAR PRADESH_AGRA
2017-02-19,2017-04-03,Normal,PUNJAB_PANCHKULA
2017-02-19,2017-04-03,Normal,UTTAR PRADESH_AGRA
2017-02-19,2017-04-03,Normal,WEST BENGAL_KOLKATA
2017-02-26,2017-04-10,Normal,PUNJAB_PANCHKULA
2017-02-26,2017-04-10,Normal,UTTAR PRADESH_AGRA
2017-02-26,2017-04-10,Normal,WEST BENGAL_KOLKATA
2017-03-05,2017-04-17,Normal,UTTAR PRADESH_AGRA
2017-03-05,2017-04-17,Normal,WEST BENGAL_KOLKATA
2017-03-05,2017-04-17,Normal,PUNJAB_PANCHKULA
2017-03-12,2017-04-24,Normal,WEST BENGAL_KOLKATA
2017-03-12,2017-04-24,Normal,PUNJAB_PANCHKULA
2017-03-12,2017-04-24,Normal,UTTAR PRADESH_AGRA
2017-03-19,2017-05-01,Normal,WEST BENGAL_KOLKATA
2017-03-19,2017-05-01,Normal,PUNJAB_PANCHKULA
2017-03-19,2017-05-01,Normal,UTTAR PRADESH_AGRA
2017-03-26,2017-05-08,Normal,WEST BENGAL_KOLKATA
2017-03-26,2017-05-08,Normal,PUNJAB_PANCHKULA
2017-03-26,2017-05-08,Normal,UTTAR PRADESH_AGRA
2017-04-02,2017-05-15,Normal,PUNJAB_PANCHKULA
2017-04-02,2017-05-15,Normal,UTTAR PRADESH_AGRA
2017-04-02,2017-05-15,Normal,WEST BENGAL_KOLKATA
2017-04-09,2017-05-22,Normal,UTTAR PRADESH_AGRA
2017-04-09,2017-05-22,Normal,WEST BENGAL_KOLKATA
2017-04-09,2017-05-22,Normal,PUNJAB_PANCHKULA
2017-04-16,2017-05-29,Normal,UTTAR PRADESH_AGRA
2017-04-16,2017-05-29,Normal,WEST BENGAL_KOLKATA
2017-04-16,2017-05-29,Normal,PUNJAB_PANCHKULA
2017-04-23,2017-06-05,Normal,UTTAR PRADESH_AGRA
2017-04-23,2017-06-05,Normal,WEST BENGAL_KOLKATA
2017-04-23,2017-06-05,Normal,PUNJAB_PANCHKULA
2017-04-30,2017-06-12,Normal,UTTAR PRADESH_AGRA
2017-04-30,2017-06-12,Normal,PUNJAB_PANCHKULA
2017-04-30,2017-06-12,Normal,WEST BENGAL_KOLKATA
2017-05-07,2017-06-19,Normal,PUNJAB_PANCHKULA
2017-05-07,2017-06-19,Normal,UTTAR PRADESH_AGRA
2017-05-07,2017-06-19,Normal,WEST BENGAL_KOLKATA
2017-05-14,2017-06-26,Normal,PUNJAB_PANCHKULA
2017-05-14,2017-06-26,Normal,UTTAR PRADESH_AGRA
2017-05-14,2017-06-26,Normal,WEST BENGAL_KOLKATA
2017-05-21,2017-07-03,Normal,PUNJAB_PANCHKULA
2017-05-21,2017-07-03,Normal,UTTAR PRADESH_AGRA
2017-05-21,2017-07-03,Normal,WEST BENGAL_KOLKATA
2017-05-28,2017-07-10,Normal,UTTAR PRADESH_AGRA
2017-05-28,2017-07-10,Normal,WEST BENGAL_KOLKATA
2017-05-28,2017-07-10,Normal,PUNJAB_PANCHKULA
2017-06-04,2017-07-17,Normal,WEST BENGAL_KOLKATA
2017-06-04,2017-07-17,Normal,PUNJAB_PANCHKULA
2017-06-04,2017-07-17,Normal,UTTAR PRADESH_AGRA
2017-06-11,2017-07-24,Normal,WEST BENGAL_KOLKATA
2017-06-11,2017-07-24,Normal,PUNJAB_PANCHKULA
2017-06-11,2017-07-24,Normal,UTTAR PRADESH_AGRA
2017-06-18,2017-07-31,Normal,WEST BENGAL_KOLKATA
2017-06-18,2017-07-31,Normal,PUNJAB_PANCHKULA
2017-06-18,2017-07-31,Normal,UTTAR PRADESH_AGRA
2017-06-25,2017-08-07,Normal,PUNJAB_PANCHKULA
2017-06-25,2017-08-07,Normal,UTTAR PRADESH_AGRA
2017-06-25,2017-08-07,Normal,WEST BENGAL_KOLKATA
2017-07-02,2017-08-14,Normal,UTTAR PRADESH_AGRA
2017-07-02,2017-08-14,Normal,WEST BENGAL_KOLKATA
2017-07-02,2017-08-14,Normal,PUNJAB_PANCHKULA
2017-07-09,2017-08-21,Normal,UTTAR PRADESH_AGRA
2017-07-09,2017-08-21,Normal,WEST BENGAL_KOLKATA
2017-07-09,2017-08-21,Normal,PUNJAB_PANCHKULA
2017-07-16,2017-08-28,Normal,UTTAR PRADESH_AGRA
2017-07-16,2017-08-28,Normal,WEST BENGAL_KOLKATA
2017-07-16,2017-08-28,Normal,PUNJAB_PANCHKULA
2017-07-23,2017-09-04,Normal,WEST BENGAL_KOLKATA
2017-07-23,2017-09-04,Normal,PUNJAB_PANCHKULA
2017-07-23,2017-09-04,Normal,UTTAR PRADESH_AGRA
2017-07-30,2017-09-11,Normal,PUNJAB_PANCHKULA
2017-07-30,2017-09-11,Normal,UTTAR PRADESH_AGRA
2017-07-30,2017-09-11,Normal,WEST BENGAL_KOLKATA
2017-08-06,2017-09-18,Normal,PUNJAB_PANCHKULA
2017-08-06,2017-09-18,Normal,UTTAR PRADESH_AGRA
2017-08-06,2017-09-18,Normal,WEST BENGAL_KOLKATA
2017-08-13,2017-09-25,Normal,PUNJAB_PANCHKULA
2017-08-13,2017-09-25,Normal,UTTAR PRADESH_AGRA
2017-08-13,2017-09-25,Normal,WEST BENGAL_KOLKATA
2017-08-20,2017-10-02,Normal,PUNJAB_PANCHKULA
2017-08-20,2017-10-02,Normal,WEST BENGAL_KOLKATA
2017-08-20,2017-10-02,Normal,UTTAR PRADESH_AGRA
2017-08-27,2017-10-09,Normal,WEST BENGAL_KOLKATA
2017-08-27,2017-10-09,Normal,PUNJAB_PANCHKULA
2017-08-27,2017-10-09,Normal,UTTAR PRADESH_AGRA
2017-09-03,2017-10-16,Normal,WEST BENGAL_KOLKATA
2017-09-03,2017-10-16,Normal,PUNJAB_PANCHKULA
2017-09-03,2017-10-16,Normal,UTTAR PRADESH_AGRA
2017-09-10,2017-10-23,Normal,WEST BENGAL_KOLKATA
2017-09-10,2017-10-23,Normal,PUNJAB_PANCHKULA
2017-09-10,2017-10-23,Normal,UTTAR PRADESH_AGRA
2017-09-17,2017-10-30,Normal,PUNJAB_PANCHKULA
2017-09-17,2017-10-30,Normal,UTTAR PRADESH_AGRA
2017-09-17,2017-10-30,Normal,WEST BENGAL_KOLKATA
2017-09-24,2017-11-06,Normal,UTTAR PRADESH_AGRA
2017-09-24,2017-11-06,Normal,WEST BENGAL_KOLKATA
2017-09-24,2017-11-06,Normal,PUNJAB_PANCHKULA
2017-10-01,2017-11-13,Normal,UTTAR PRADESH_AGRA
2017-10-01,2017-11-13,Normal,WEST BENGAL_KOLKATA
2017-10-01,2017-11-13,Normal,PUNJAB_PANCHKULA
2017-10-08,2017-11-20,Normal,UTTAR PRADESH_AGRA
2017-10-08,2017-11-20,Normal,PUNJAB_PANCHKULA
2017-10-08,2017-11-20,Normal,WEST BENGAL_KOLKATA
2017-10-15,2017-11-27,Normal,PUNJAB_PANCHKULA
2017-10-15,2017-11-27,Normal,UTTAR PRADESH_AGRA
2017-10-15,2017-11-27,Normal,WEST BENGAL_KOLKATA
2017-10-22,2017-12-04,Normal,PUNJAB_PANCHKULA
2017-10-22,2017-12-04,Normal,UTTAR PRADESH_AGRA
2017-10-22,2017-12-04,Normal,WEST BENGAL_KOLKATA
2017-10-29,2017-12-11,Normal,PUNJAB_PANCHKULA
2017-10-29,2017-12-11,Normal,UTTAR PRADESH_AGRA
2017-10-29,2017-12-11,Normal,WEST BENGAL_KOLKATA
2017-11-05,2017-12-18,Normal,UTTAR PRADESH_AGRA
2017-11-05,2017-12-18,Normal,WEST BENGAL_KOLKATA
2017-11-05,2017-12-18,Normal,PUNJAB_PANCHKULA
2017-11-12,2017-12-25,Normal,WEST BENGAL_KOLKATA
2017-11-12,2017-12-25,Normal,PUNJAB_PANCHKULA
2017-11-12,2017-12-25,Normal,UTTAR PRADESH_AGRA
2017-11-19,2018-01-01,Normal,WEST BENGAL_KOLKATA
2017-11-19,2018-01-01,Normal,PUNJAB_PANCHKULA
2017-11-19,2018-01-01,Normal,UTTAR PRADESH_AGRA
2017-11-26,2018-01-08,Normal,WEST BENGAL_KOLKATA
2017-11-26,2018-01-08,Normal,PUNJAB_PANCHKULA
2017-11-26,2018-01-08,Normal,UTTAR PRADESH_AGRA
2017-12-03,2018-01-15,Normal,WEST BENGAL_KOLKATA
2017-12-03,2018-01-15,Normal,UTTAR PRADESH_AGRA
2017-12-03,2018-01-15,Normal,PUNJAB_PANCHKULA
2017-12-10,2018-01-22,Normal,UTTAR PRADESH_AGRA
2017-12-10,2018-01-22,Normal,WEST BENGAL_KOLKATA
2017-12-10,2018-01-22,Normal,PUNJAB_PANCHKULA
2017-12-17,2018-01-29,Normal,UTTAR PRADESH_AGRA
2017-12-17,2018-01-29,Normal,WEST BENGAL_KOLKATA
2017-12-17,2018-01-29,Normal,PUNJAB_PANCHKULA
2017-12-24,2018-02-05,Normal,UTTAR PRADESH_AGRA
2017-12-24,2018-02-05,Normal,WEST BENGAL_KOLKATA
2017-12-24,2018-02-05,Normal,PUNJAB_PANCHKULA
2017-12-31,2018-02-12,Normal,WEST BENGAL_KOLKATA
2017-12-31,2018-02-12,Normal,PUNJAB_PANCHKULA
2017-12-31,2018-02-12,Normal,UTTAR PRADESH_AGRA
2018-01-07,2018-02-19,Normal,PUNJAB_PANCHKULA
2018-01-07,2018-02-19,Normal,UTTAR PRADESH_AGRA
2018-01-07,2018-02-19,Normal,WEST BENGAL_KOLKATA
2018-01-14,2018-02-26,Normal,PUNJAB_PANCHKULA
2018-01-14,2018-02-26,Normal,UTTAR PRADESH_AGRA
2018-01-14,2018-02-26,Normal,WEST BENGAL_KOLKATA
2018-01-21,2018-03-05,Normal,UTTAR PRADESH_AGRA
2018-01-21,2018-03-05,Normal,WEST BENGAL_KOLKATA
2018-01-21,2018-03-05,Normal,PUNJAB_PANCHKULA
2018-01-28,2018-03-12,Normal,WEST BENGAL_KOLKATA
2018-01-28,2018-03-12,Normal,PUNJAB_PANCHKULA
2018-01-28,2018-03-12,Normal,UTTAR PRADESH_AGRA
2018-02-04,2018-03-19,Normal,WEST BENGAL_KOLKATA
2018-02-04,2018-03-19,Normal,PUNJAB_PANCHKULA
2018-02-04,2018-03-19,Normal,UTTAR PRADESH_AGRA
2018-02-11,2018-03-26,Normal,WEST BENGAL_KOLKATA
2018-02-11,2018-03-26,Normal,PUNJAB_PANCHKULA
2018-02-11,2018-03-26,Normal,UTTAR PRADESH_AGRA
2018-02-18,2018-04-02,Normal,PUNJAB_PANCHKULA
2018-02-18,2018-04-02,Normal,UTTAR PRADESH_AGRA
2018-02-18,2018-04-02,Normal,WEST BENGAL_KOLKATA
2018-02-25,2018-04-09,Normal,UTTAR PRADESH_AGRA
2018-02-25,2018-04-09,Normal,WEST BENGAL_KOLKATA
2018-02-25,2018-04-09,Normal,PUNJAB_PANCHKULA
2018-03-04,2018-04-16,Normal,UTTAR PRADESH_AGRA
2018-03-04,2018-04-16,Normal,WEST BENGAL_KOLKATA
2018-03-04,2018-04-16,Anomaly,PUNJAB_PANCHKULA
2018-03-11,2018-04-23,Normal,UTTAR PRADESH_AGRA
2018-03-11,2018-04-23,Normal,WEST BENGAL_KOLKATA
2018-03-11,2018-04-23,Anomaly,PUNJAB_PANCHKULA
2018-03-18,2018-04-30,Normal,UTTAR PRADESH_AGRA
2018-03-18,2018-04-30,Anomaly,PUNJAB_PANCHKULA
2018-03-18,2018-04-30,Normal,WEST BENGAL_KOLKATA
2018-03-25,2018-05-07,Anomaly,PUNJAB_PANCHKULA
2018-03-25,2018-05-07,Normal,UTTAR PRADESH_AGRA
2018-03-25,2018-05-07,Normal,WEST BENGAL_KOLKATA
2018-04-01,2018-05-14,Anomaly,PUNJAB_PANCHKULA
2018-04-01,2018-05-14,Normal,UTTAR PRADESH_AGRA
2018-04-01,2018-05-14,Normal,WEST BENGAL_KOLKATA
2018-04-08,2018-05-21,Anomaly,PUNJAB_PANCHKULA
2018-04-08,2018-05-21,Normal,UTTAR PRADESH_AGRA
2018-04-08,2018-05-21,Normal,WEST BENGAL_KOLKATA
2018-04-15,2018-05-28,Normal,UTTAR PRADESH_AGRA
2018-04-15,2018-05-28,Normal,WEST BENGAL_KOLKATA
2018-04-15,2018-05-28,Anomaly,PUNJAB_PANCHKULA
2018-04-22,2018-06-04,Normal,WEST BENGAL_KOLKATA
2018-04-22,2018-06-04,Anomaly,PUNJAB_PANCHKULA
2018-04-22,2018-06-04,Normal,UTTAR PRADESH_AGRA
2018-04-29,2018-06-11,Normal,WEST BENGAL_KOLKATA
2018-04-29,2018-06-11,Anomaly,PUNJAB_PANCHKULA
2018-04-29,2018-06-11,Normal,UTTAR PRADESH_AGRA
2018-05-06,2018-06-18,Normal,WEST BENGAL_KOLKATA
2018-05-06,2018-06-18,Normal,UTTAR PRADESH_AGRA
2018-05-06,2018-06-18,Anomaly,PUNJAB_PANCHKULA
2018-05-13,2018-06-25,Normal,UTTAR PRADESH_AGRA
2018-05-13,2018-06-25,Normal,WEST BENGAL_KOLKATA
2018-05-13,2018-06-25,Anomaly,PUNJAB_PANCHKULA
2018-05-20,2018-07-02,Normal,UTTAR PRADESH_AGRA
2018-05-20,2018-07-02,Normal,WEST BENGAL_KOLKATA
2018-05-20,2018-07-02,Anomaly,PUNJAB_PANCHKULA
2018-05-27,2018-07-09,Normal,UTTAR PRADESH_AGRA
